red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts
KEITH JARDINE,WILSON GOUVEIA,24/06/2006,The Dean of Mean,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Nelson Hamilton 28 - 29. Lester Griffin 28 - 29. Glenn Trowbridge 28 - 29.,Light Heavyweight Bout,-,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Las Vegas, Nevada, USA",0,0,67 of 205,48 of 115,32,41,71 of 210,51 of 118,1 of 1,1 of 2,100,50,0,0,0,0,0:33,0:29,41 of 175,21 of 85,4 of 5,1 of 1,22 of 25,26 of 29,61 of 186,46 of 110,1 of 6,0 of 3,5 of 13,2 of 2,61,43,5,2,32,54,91,95,1,0,7,4,,
RORY SINGER,ROSS POINTON,24/06/2006,Outburst,The Gladiator,W,L,Submission,1,0:44,3 Rnd (5-5-5),Yves Lavigne,Triangle Choke From Bottom Guard,Middleweight Bout,sub,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Las Vegas, Nevada, USA",0,1,2 of 4,4 of 20,50,20,2 of 4,7 of 23,0 of 0,0 of 0,---,---,1,0,0,0,0:00,0:20,1 of 3,4 of 19,1 of 1,0 of 0,0 of 0,0 of 1,2 of 4,4 of 18,0 of 0,0 of 0,0 of 0,0 of 2,50,100,50,0,0,0,100,100,0,0,0,0,,
KALIB STARNES,DANNY ABBADI,24/06/2006,-,The Assassin,W,L,Submission,1,2:56,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,Middleweight Bout,-,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Las Vegas, Nevada, USA",0,0,21 of 29,3 of 9,72,33,25 of 33,6 of 12,1 of 2,0 of 0,50,---,1,0,0,0,1:41,0:00,10 of 17,2 of 8,11 of 12,1 of 1,0 of 0,0 of 0,2 of 5,1 of 5,5 of 5,2 of 4,14 of 19,0 of 0,47,66,52,33,0,0,9,33,23,66,66,0,,
LUIGI FIORAVANTI,SOLOMON HUTCHERSON,24/06/2006,-,King,W,L,KO/TKO,1,4:15,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head At Distance,Middleweight Bout,ko,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Las Vegas, Nevada, USA",1,0,11 of 31,11 of 28,35,39,19 of 41,25 of 44,1 of 1,1 of 1,100,100,0,0,1,1,0:47,1:39,7 of 22,5 of 18,3 of 7,5 of 9,1 of 2,1 of 1,4 of 12,5 of 17,5 of 17,6 of 11,2 of 2,0 of 0,63,45,27,45,9,9,36,45,45,54,18,0,,
MATT HAMILL,JESSE FORBES,24/06/2006,The Hammer,Kid Hercules,W,L,KO/TKO,1,4:47,3 Rnd (5-5-5),Yves Lavigne,Elbows to Head From Guard,Light Heavyweight Bout,-,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Las Vegas, Nevada, USA",0,0,33 of 48,9 of 21,68,42,93 of 117,16 of 28,1 of 1,0 of 0,100,---,0,0,0,0,2:55,0:00,30 of 45,4 of 15,1 of 1,3 of 4,2 of 2,2 of 2,9 of 18,8 of 19,16 of 19,1 of 2,8 of 11,0 of 0,90,44,3,33,6,22,27,88,48,11,24,0,,
MIKE NICKELS,WES COMBS,24/06/2006,-,The Soldier,W,L,Submission,1,3:10,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,Light Heavyweight Bout,-,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Las Vegas, Nevada, USA",0,0,22 of 37,4 of 12,59,33,41 of 56,17 of 32,3 of 3,0 of 0,100,---,1,0,0,0,2:36,0:01,12 of 23,3 of 9,10 of 14,0 of 2,0 of 0,1 of 1,1 of 4,2 of 7,8 of 14,2 of 5,13 of 19,0 of 0,54,75,45,0,0,25,4,50,36,50,59,0,,
MATT HUGHES,ROYCE GRACIE,27/05/2006,-,-,W,L,KO/TKO,1,4:39,3 Rnd (5-5-5),John McCarthy,Punches to Head From Back Control,Catch Weight Bout,-,UFC 60: Hughes vs Gracie,"Los Angeles, California, USA",0,0,32 of 40,7 of 11,80,63,33 of 41,14 of 18,1 of 1,0 of 0,100,---,1,0,0,0,3:26,0:00,22 of 29,0 of 3,8 of 9,2 of 2,2 of 2,5 of 6,3 of 4,5 of 8,1 of 1,2 of 3,28 of 35,0 of 0,68,0,25,28,6,71,9,71,3,28,87,0,,
DEAN LISTER,ALESSIO SAKARA,27/05/2006,The Boogeyman,Legionarius,W,L,Submission,1,2:20,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard,Light Heavyweight Bout,-,UFC 60: Hughes vs Gracie,"Los Angeles, California, USA",0,0,1 of 2,1 of 3,50,33,6 of 8,4 of 6,0 of 1,0 of 0,0,---,2,0,0,0,0:00,1:50,1 of 2,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0,1 of 2,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0,100,100,0,0,0,0,100,100,0,0,0,0,,
DIEGO SANCHEZ,JOHN ALESSIO,27/05/2006,Nightmare,The Natural,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Richard Bertrand 27 - 30. Cecil Peoples 28 - 29. Alejandro Rochin 28 - 29.,Welterweight Bout,-,UFC 60: Hughes vs Gracie,"Los Angeles, California, USA",0,0,9 of 67,17 of 57,13,29,25 of 87,23 of 63,1 of 16,0 of 0,6,---,0,1,0,0,4:22,0:00,8 of 62,15 of 54,1 of 5,0 of 1,0 of 0,2 of 2,7 of 64,16 of 55,2 of 3,1 of 2,0 of 0,0 of 0,88,88,11,0,0,11,77,94,22,5,0,0,,
BRANDON VERA,ASSUERIO SILVA,27/05/2006,The Truth,-,W,L,Submission,1,2:39,3 Rnd (5-5-5),John McCarthy,Guillotine Choke From Bottom Guard,Heavyweight Bout,-,UFC 60: Hughes vs Gracie,"Los Angeles, California, USA",0,0,8 of 29,9 of 17,27,52,8 of 29,11 of 19,0 of 0,1 of 1,---,100,1,0,0,0,0:00,0:35,3 of 19,1 of 9,2 of 6,5 of 5,3 of 4,3 of 3,8 of 29,6 of 14,0 of 0,1 of 1,0 of 0,2 of 2,37,11,25,55,37,33,100,66,0,11,0,22,,
MIKE SWICK,JOE RIGGS,27/05/2006,Quick,Diesel,W,L,Submission,1,2:19,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke After Drop to Guard,Middleweight Bout,-,UFC 60: Hughes vs Gracie,"Los Angeles, California, USA",0,0,5 of 12,1 of 4,41,25,6 of 13,2 of 5,0 of 0,0 of 2,---,0,1,0,0,0,0:10,0:27,1 of 7,0 of 3,2 of 2,0 of 0,2 of 3,1 of 1,2 of 9,0 of 3,3 of 3,1 of 1,0 of 0,0 of 0,20,0,40,0,40,100,40,0,60,100,0,0,,
JEREMY HORN,CHAEL SONNEN,27/05/2006,Gumby,-,W,L,Submission,2,1:17,3 Rnd (5-5-5),Herb Dean,Armbar From Bottom Guard,Middleweight Bout,-,UFC 60: Hughes vs Gracie,"Los Angeles, California, USA",0,0,3 of 5,6 of 18,60,33,5 of 7,34 of 52,0 of 0,3 of 3,---,100,4,0,0,0,0:00,5:47,3 of 5,5 of 17,0 of 0,1 of 1,0 of 0,0 of 0,1 of 3,1 of 2,0 of 0,0 of 0,2 of 2,5 of 16,100,83,0,16,0,0,33,16,0,0,66,83,,
SPENCER FISHER,MATT WIMAN,27/05/2006,The King,-,W,L,KO/TKO,2,1:43,3 Rnd (5-5-5),John McCarthy,Flying Knee Head,Lightweight Bout,-,UFC 60: Hughes vs Gracie,"Los Angeles, California, USA",1,0,27 of 39,10 of 19,69,52,44 of 58,29 of 42,0 of 0,1 of 4,---,25,0,4,0,0,1:58,3:24,10 of 20,7 of 14,12 of 13,2 of 4,5 of 6,1 of 1,6 of 9,1 of 8,14 of 19,4 of 5,7 of 11,5 of 6,37,70,44,20,18,10,22,10,51,40,25,50,,
GABRIEL GONZAGA,FABIANO SCHERNER,27/05/2006,Napao,Pegaleve,W,L,KO/TKO,2,0:24,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head At Distance,Heavyweight Bout,-,UFC 60: Hughes vs Gracie,"Los Angeles, California, USA",1,0,16 of 30,8 of 25,53,32,34 of 50,24 of 41,3 of 4,0 of 1,75,0,0,0,0,1,2:23,0:38,11 of 25,6 of 20,3 of 3,2 of 5,2 of 2,0 of 0,8 of 19,5 of 14,4 of 4,3 of 10,4 of 7,0 of 1,68,75,18,25,12,0,50,62,25,37,25,0,,
MELVIN GUILLARD,RICK DAVIS,27/05/2006,The Young Assassin,The Flying Squirrel,W,L,KO/TKO,1,1:37,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,Lightweight Bout,-,UFC 60: Hughes vs Gracie,"Los Angeles, California, USA",1,0,10 of 28,5 of 10,35,50,10 of 28,5 of 10,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,7 of 24,2 of 3,2 of 2,2 of 5,1 of 2,1 of 2,6 of 20,5 of 10,4 of 8,0 of 0,0 of 0,0 of 0,70,40,20,40,10,20,60,100,40,0,0,0,,
TIM SYLVIA,ANDREI ARLOVSKI,15/04/2006,The Maine-iac,The Pitbull,W,L,KO/TKO,1,2:43,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,UFC Heavyweight Title Bout,belt,UFC 59: Reality Check,"Anaheim, California, USA",1,1,13 of 30,11 of 24,43,45,13 of 30,12 of 26,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:07,13 of 30,7 of 18,0 of 0,3 of 5,0 of 0,1 of 1,7 of 24,9 of 20,0 of 0,2 of 4,6 of 6,0 of 0,100,63,0,27,0,9,53,81,0,18,46,0,,
SEAN SHERK,NICK DIAZ,15/04/2006,The Muscle Shark,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marco Lopez,Abe Belardo 27 - 30. Cecil Peoples 27 - 30. Alejandro Rochin 27 - 30.,Welterweight Bout,-,UFC 59: Reality Check,"Anaheim, California, USA",0,0,39 of 155,57 of 136,25,41,80 of 198,131 of 210,2 of 19,1 of 1,10,100,0,3,1,1,3:47,1:23,30 of 146,47 of 125,5 of 5,9 of 10,4 of 4,1 of 1,17 of 90,45 of 116,22 of 65,11 of 18,0 of 0,1 of 2,76,82,12,15,10,1,43,78,56,19,0,1,,
TITO ORTIZ,FORREST GRIFFIN,15/04/2006,The People's Champ,-,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,Hector Hernandez 29 - 28. Cecil Peoples 27 - 29. Abe Belardo 27 - 30.,Light Heavyweight Bout,fight,UFC 59: Reality Check,"Anaheim, California, USA",0,0,61 of 125,58 of 170,48,34,94 of 163,81 of 200,3 of 12,0 of 0,25,---,0,0,0,0,5:01,0:14,57 of 121,52 of 158,2 of 2,2 of 3,2 of 2,4 of 9,35 of 77,58 of 170,0 of 0,0 of 0,26 of 48,0 of 0,93,89,3,3,3,6,57,100,0,0,42,0,,
EVAN TANNER,JUSTIN LEVENS,15/04/2006,-,The Executioner,W,L,Submission,1,3:14,3 Rnd (5-5-5),Herb Dean,Triangle Choke After Drop to Guard,Middleweight Bout,-,UFC 59: Reality Check,"Anaheim, California, USA",0,0,10 of 17,2 of 4,58,50,16 of 24,6 of 8,1 of 2,0 of 0,50,---,2,1,0,0,2:12,0:19,6 of 11,0 of 1,2 of 3,1 of 2,2 of 3,1 of 1,1 of 1,1 of 2,3 of 7,1 of 2,6 of 9,0 of 0,60,0,20,50,20,50,10,50,30,50,60,0,,
JEFF MONSON,MARCIO CRUZ,15/04/2006,The Snowman,Pe de Pano,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,Abe Belardo 27 - 30. Alejandro Rochin 29 - 28. Hector Hernandez 28 - 29.,Heavyweight Bout,-,UFC 59: Reality Check,"Anaheim, California, USA",0,0,32 of 110,40 of 106,29,37,154 of 240,51 of 118,2 of 2,0 of 5,100,0,0,0,0,0,6:09,1:09,16 of 93,14 of 79,11 of 12,5 of 5,5 of 5,21 of 22,16 of 89,34 of 98,10 of 11,6 of 8,6 of 10,0 of 0,50,35,34,12,15,52,50,85,31,15,18,0,,
KARO PARISYAN,NICK THOMPSON,15/04/2006,The Heat,The Goat,W,L,KO/TKO,1,4:44,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Back Control Submission to Strikes,Welterweight Bout,-,UFC 59: Reality Check,"Anaheim, California, USA",0,0,18 of 30,2 of 7,60,28,23 of 41,4 of 9,2 of 3,1 of 1,66,100,0,0,0,0,4:03,0:10,16 of 28,1 of 6,2 of 2,0 of 0,0 of 0,1 of 1,1 of 2,1 of 2,0 of 0,1 of 3,17 of 28,0 of 2,88,50,11,0,0,50,5,50,0,50,94,0,,
DAVID TERRELL,SCOTT SMITH,15/04/2006,The Soul Assassin,Hands of Steel,W,L,Submission,1,3:08,3 Rnd (5-5-5),Marco Lopez,Rear Naked Choke,Middleweight Bout,-,UFC 59: Reality Check,"Anaheim, California, USA",0,0,10 of 14,3 of 6,71,50,21 of 25,4 of 7,1 of 4,0 of 0,25,---,2,0,0,0,1:15,1:23,6 of 9,1 of 3,1 of 1,1 of 1,3 of 4,1 of 2,1 of 3,2 of 3,4 of 4,0 of 0,5 of 7,1 of 3,60,33,10,33,30,33,10,66,40,0,50,33,,
JASON LAMBERT,TERRY MARTIN,15/04/2006,The Punisher,-,W,L,KO/TKO,2,2:37,3 Rnd (5-5-5),John McCarthy,Punches to Head From Back Control,Light Heavyweight Bout,-,UFC 59: Reality Check,"Anaheim, California, USA",0,0,31 of 39,15 of 26,79,57,66 of 75,29 of 41,0 of 2,1 of 4,0,25,0,0,0,0,2:47,3:35,16 of 24,6 of 17,9 of 9,1 of 1,6 of 6,8 of 8,0 of 6,2 of 7,17 of 18,9 of 14,14 of 15,4 of 5,51,40,29,6,19,53,0,13,54,60,45,26,,
THIAGO ALVES,DERRICK NOBLE,15/04/2006,Pitbull,The Eraser,W,L,KO/TKO,1,2:54,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance,Welterweight Bout,-,UFC 59: Reality Check,"Anaheim, California, USA",1,0,11 of 27,18 of 45,40,40,19 of 36,26 of 53,0 of 0,0 of 0,---,---,0,0,0,0,0:12,0:39,5 of 17,10 of 34,4 of 5,4 of 6,2 of 5,4 of 5,5 of 19,7 of 27,4 of 6,11 of 18,2 of 2,0 of 0,45,55,36,22,18,22,45,38,36,61,18,0,,
STEPHAN BONNAR,KEITH JARDINE,06/04/2006,The American Psycho,The Dean of Mean,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Nelson Hamilton 28 - 29. Cecil Peoples 28 - 29. Abe Belardo 28 - 29.,Light Heavyweight Bout,-,UFC Fight Night 4,"Las Vegas, Nevada, USA",1,0,33 of 93,64 of 118,35,54,52 of 113,90 of 146,1 of 6,0 of 1,16,0,1,0,0,0,3:54,0:28,20 of 77,34 of 81,10 of 10,15 of 17,3 of 6,15 of 20,24 of 84,46 of 99,9 of 9,18 of 19,0 of 0,0 of 0,60,53,30,23,9,23,72,71,27,28,0,0,,
RASHAD EVANS,SAM HOGER,06/04/2006,Suga,The Alaskan Assassin,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Marcos Rosales 27 - 30. Glenn Trowbridge 28 - 29. Raul Porrata 29 - 28.,Light Heavyweight Bout,-,UFC Fight Night 4,"Las Vegas, Nevada, USA",0,0,23 of 72,18 of 72,31,25,46 of 95,59 of 113,9 of 11,0 of 1,81,0,0,2,0,0,9:23,0:03,19 of 67,8 of 54,4 of 5,9 of 17,0 of 0,1 of 1,17 of 58,14 of 65,5 of 10,4 of 7,1 of 4,0 of 0,82,44,17,50,0,5,73,77,21,22,4,0,,
JOSH NEER,JOE STEVENSON,06/04/2006,The Dentist,Daddy,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Nelson Hamilton 28 - 29. Abe Belardo 28 - 29. Dave Hagen 28 - 29.,Welterweight Bout,-,UFC Fight Night 4,"Las Vegas, Nevada, USA",1,0,46 of 126,31 of 56,36,55,68 of 150,80 of 117,0 of 0,2 of 2,---,100,0,3,0,0,7:56,2:44,46 of 126,17 of 37,0 of 0,5 of 10,0 of 0,9 of 9,12 of 57,19 of 34,1 of 3,4 of 6,33 of 66,8 of 16,100,54,0,16,0,29,26,61,2,12,71,25,,
CHRIS LEBEN,LUIGI FIORAVANTI,06/04/2006,The Crippler,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Cecil Peoples 27 - 30. Marcos Rosales 27 - 30. Raul Porrata 27 - 30.,Middleweight Bout,-,UFC Fight Night 4,"Las Vegas, Nevada, USA",0,0,36 of 90,20 of 39,40,51,200 of 259,41 of 60,5 of 7,0 of 5,71,0,0,0,0,0,9:33,2:01,26 of 68,9 of 27,8 of 18,3 of 4,2 of 4,8 of 8,4 of 17,5 of 11,20 of 51,15 of 28,12 of 22,0 of 0,72,45,22,15,5,40,11,25,55,75,33,0,,
LUKE CUMMO,JASON VON FLUE,06/04/2006,-,Live Wire,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Abe Belardo 27 - 30. Glenn Trowbridge 27 - 30. Dave Hagen 26 - 30.,Welterweight Bout,-,UFC Fight Night 4,"Las Vegas, Nevada, USA",0,0,43 of 108,17 of 57,39,29,97 of 165,29 of 69,3 of 4,2 of 9,75,22,3,1,0,0,4:05,4:07,18 of 73,9 of 46,13 of 23,5 of 8,12 of 12,3 of 3,22 of 69,10 of 43,13 of 25,7 of 12,8 of 14,0 of 2,41,52,30,29,27,17,51,58,30,41,18,0,,
JON FITCH,JOSHUA BURKMAN,06/04/2006,-,The People's Warrior,W,L,Submission,2,4:57,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke,Welterweight Bout,-,UFC Fight Night 4,"Las Vegas, Nevada, USA",1,0,25 of 50,20 of 35,50,57,122 of 149,20 of 35,3 of 4,1 of 3,75,33,1,1,0,0,5:12,2:54,18 of 41,3 of 17,4 of 6,0 of 0,3 of 3,17 of 18,7 of 14,4 of 16,9 of 18,16 of 19,9 of 18,0 of 0,72,15,16,0,12,85,28,20,36,80,36,0,,
DAN CHRISTISON,BRAD IMES,06/04/2006,The Sandman,Hillbilly Heartthrob,W,L,Submission,3,3:37,3 Rnd (5-5-5),John McCarthy,Armbar From Bottom Guard,Heavyweight Bout,fight,UFC Fight Night 4,"Las Vegas, Nevada, USA",0,0,73 of 148,58 of 157,49,36,91 of 167,80 of 183,0 of 0,2 of 2,---,100,1,0,1,1,1:48,3:38,39 of 110,48 of 143,10 of 12,8 of 12,24 of 26,2 of 2,56 of 117,31 of 97,16 of 28,16 of 36,1 of 3,11 of 24,53,82,13,13,32,3,76,53,21,27,1,18,,
JOSH KOSCHECK,ANSAR CHALANGOV,06/04/2006,-,-,W,L,Submission,1,3:29,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Welterweight Bout,-,UFC Fight Night 4,"Las Vegas, Nevada, USA",0,0,2 of 11,2 of 4,18,50,6 of 15,2 of 4,2 of 2,0 of 0,100,---,1,1,0,0,2:45,0:08,2 of 9,2 of 4,0 of 0,0 of 0,0 of 2,0 of 0,0 of 8,2 of 4,0 of 0,0 of 0,2 of 3,0 of 0,100,100,0,0,0,0,0,100,0,0,100,0,,
CHAEL SONNEN,TREVOR PRANGLEY,06/04/2006,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Nelson Hamilton 27 - 30. Cecil Peoples 27 - 30. Marcos Rosales 27 - 30.,Middleweight Bout,-,UFC Fight Night 4,"Las Vegas, Nevada, USA",0,0,25 of 59,7 of 22,42,31,109 of 174,29 of 45,7 of 17,0 of 2,41,0,0,2,0,0,11:02,1:10,17 of 47,5 of 20,6 of 10,2 of 2,2 of 2,0 of 0,3 of 11,5 of 17,5 of 9,1 of 2,17 of 39,1 of 3,68,71,24,28,8,0,12,71,20,14,68,14,,
RICH FRANKLIN,DAVID LOISEAU,04/03/2006,Ace,The Crow,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Nelson Hamilton 43 - 50. Jeff Mullen 42 - 50. Dalby Shirley 42 - 50.,UFC Middleweight Title Bout,belt,UFC 58: USA vs Canada,"Las Vegas, Nevada, USA",2,1,127 of 244,21 of 72,52,29,211 of 339,26 of 78,5 of 6,1 of 1,83,100,0,0,1,0,8:37,0:15,82 of 190,11 of 57,42 of 51,10 of 15,3 of 3,0 of 0,74 of 172,17 of 63,32 of 46,4 of 9,21 of 26,0 of 0,64,52,33,47,2,0,58,80,25,19,16,0,,
MIKE SWICK,STEVE VIGNEAULT,04/03/2006,Quick,Lionheart,W,L,Submission,1,2:09,3 Rnd (5-5-5),Steve Mazzagatti,Guillotine Choke From Bottom Guard,Middleweight Bout,-,UFC 58: USA vs Canada,"Las Vegas, Nevada, USA",0,0,13 of 22,6 of 13,59,46,13 of 22,8 of 15,0 of 0,0 of 1,---,0,1,0,0,0,0:49,0:13,4 of 12,1 of 7,0 of 0,1 of 2,9 of 10,4 of 4,4 of 12,1 of 7,9 of 10,5 of 6,0 of 0,0 of 0,30,16,0,16,69,66,30,16,69,83,0,0,,
GEORGES ST-PIERRE,BJ PENN,04/03/2006,Rush,The Prodigy,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Nelson Hamilton 28 - 29. Cecil Peoples 29 - 28. Marcos Rosales 28 - 29.,Welterweight Bout,-,UFC 58: USA vs Canada,"Las Vegas, Nevada, USA",0,0,59 of 135,37 of 85,43,43,135 of 212,101 of 156,4 of 5,1 of 1,80,100,0,1,0,0,7:25,0:18,38 of 102,28 of 76,7 of 10,8 of 8,14 of 23,1 of 1,46 of 108,28 of 71,7 of 18,9 of 14,6 of 9,0 of 0,64,75,11,21,23,2,77,75,11,24,10,0,,
NATE MARQUARDT,JOE DOERKSEN,04/03/2006,The Great,El Dirte,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Marcos Rosales 27 - 30. Glenn Trowbridge 27 - 30. Lester Griffin 27 - 30.,Middleweight Bout,-,UFC 58: USA vs Canada,"Las Vegas, Nevada, USA",0,1,56 of 103,26 of 80,54,32,71 of 118,71 of 125,5 of 5,2 of 8,100,25,2,0,1,0,6:45,1:41,36 of 80,19 of 70,7 of 10,5 of 8,13 of 13,2 of 2,44 of 82,21 of 69,5 of 12,2 of 4,7 of 9,3 of 7,64,73,12,19,23,7,78,80,8,7,12,11,,
MARK HOMINICK,YVES EDWARDS,04/03/2006,The Machine,-,W,L,Submission,2,1:52,3 Rnd (5-5-5),Mario Yamasaki,Triangle Choke From Bottom Guard,Lightweight Bout,-,UFC 58: USA vs Canada,"Las Vegas, Nevada, USA",0,0,22 of 58,20 of 74,37,27,31 of 67,21 of 75,0 of 0,1 of 2,---,50,1,0,0,0,0:22,1:10,13 of 49,10 of 63,6 of 6,5 of 6,3 of 3,5 of 5,11 of 45,17 of 69,11 of 13,3 of 5,0 of 0,0 of 0,59,50,27,25,13,25,50,85,50,15,0,0,,
SAM STOUT,SPENCER FISHER,04/03/2006,Hands of Stone,The King,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Cecil Peoples 28 - 29. Glenn Trowbridge 29 - 28. Lester Griffin 28 - 29.,Lightweight Bout,-,UFC 58: USA vs Canada,"Las Vegas, Nevada, USA",0,0,62 of 183,53 of 148,33,35,76 of 199,77 of 172,0 of 0,4 of 9,---,44,0,3,0,1,1:00,4:19,38 of 152,31 of 116,15 of 22,15 of 24,9 of 9,7 of 8,40 of 148,36 of 116,19 of 29,12 of 18,3 of 6,5 of 14,61,58,24,28,14,13,64,67,30,22,4,9,,
JASON LAMBERT,ROB MACDONALD,04/03/2006,The Punisher,Maximus,W,L,Submission,1,1:54,3 Rnd (5-5-5),Herb Dean,Kimura From North South,Light Heavyweight Bout,-,UFC 58: USA vs Canada,"Las Vegas, Nevada, USA",1,0,7 of 16,3 of 9,43,33,13 of 24,3 of 9,1 of 2,0 of 0,50,---,1,0,0,0,1:00,0:20,5 of 14,3 of 9,1 of 1,0 of 0,1 of 1,0 of 0,2 of 7,1 of 4,4 of 7,2 of 5,1 of 2,0 of 0,71,100,14,0,14,0,28,33,57,66,14,0,,
TOM MURPHY,ICHO LARENAS,04/03/2006,-,-,W,L,KO/TKO,3,1:59,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Guard,Heavyweight Bout,-,UFC 58: USA vs Canada,"Las Vegas, Nevada, USA",0,0,30 of 42,2 of 13,71,15,82 of 100,15 of 29,6 of 7,0 of 0,85,---,2,0,0,0,8:11,0:00,30 of 42,1 of 11,0 of 0,1 of 1,0 of 0,0 of 1,0 of 4,0 of 9,4 of 7,2 of 4,26 of 31,0 of 0,100,50,0,50,0,0,0,0,13,100,86,0,,
CHUCK LIDDELL,RANDY COUTURE,04/02/2006,The Iceman,The Natural,W,L,KO/TKO,2,1:28,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance,UFC Light Heavyweight Title Bout,belt,UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",1,0,19 of 51,7 of 24,37,29,27 of 59,7 of 24,0 of 0,1 of 3,---,33,0,0,0,0,0:00,0:56,18 of 49,6 of 23,0 of 1,0 of 0,1 of 1,1 of 1,14 of 46,6 of 23,1 of 1,1 of 1,4 of 4,0 of 0,94,85,0,0,5,14,73,85,5,14,21,0,,
BRANDON VERA,JUSTIN EILERS,04/02/2006,The Truth,The Hammer,W,L,KO/TKO,1,1:25,3 Rnd (5-5-5),Mario Yamasaki,Kick to Head At Distance,Heavyweight Bout,-,UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",1,0,7 of 10,4 of 7,70,57,7 of 10,8 of 11,0 of 0,0 of 0,---,---,0,0,0,0,0:11,0:35,3 of 4,0 of 3,2 of 3,0 of 0,2 of 3,4 of 4,4 of 7,0 of 3,2 of 2,4 of 4,1 of 1,0 of 0,42,0,28,0,28,100,57,0,28,100,14,0,,
