red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts
MARCIO CRUZ,FRANK MIR,04/02/2006,Pe de Pano,-,W,L,KO/TKO,1,4:10,3 Rnd (5-5-5),Herb Dean,Punches to Head From Half Guard,Heavyweight Bout,-,UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",0,0,31 of 44,3 of 6,70,50,72 of 87,6 of 9,1 of 2,1 of 1,50,100,0,0,0,0,3:37,0:15,22 of 35,0 of 3,9 of 9,3 of 3,0 of 0,0 of 0,1 of 6,0 of 3,0 of 0,2 of 2,30 of 38,1 of 1,70,0,29,100,0,0,3,0,0,66,96,33,,
RENATO SOBRAL,MIKE VAN ARSDALE,04/02/2006,Babalu,-,W,L,Submission,1,2:21,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke,Light Heavyweight Bout,-,UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",0,0,9 of 12,1 of 4,75,25,11 of 14,3 of 6,0 of 1,0 of 1,0,0,1,0,1,0,1:36,0:14,1 of 3,1 of 4,1 of 2,0 of 0,7 of 7,0 of 0,2 of 3,1 of 4,6 of 7,0 of 0,1 of 2,0 of 0,11,100,11,0,77,0,22,100,66,0,11,0,,
JOE RIGGS,NICK DIAZ,04/02/2006,Diesel,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Abe Belardo 28 - 29. Tony Weeks 27 - 30. Glenn Trowbridge 28 - 29.,Welterweight Bout,-,UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",0,1,51 of 116,38 of 106,43,35,69 of 135,126 of 200,3 of 8,0 of 7,37,0,0,1,0,0,2:05,3:22,42 of 105,23 of 82,9 of 11,10 of 17,0 of 0,5 of 7,28 of 70,15 of 68,21 of 40,21 of 34,2 of 6,2 of 4,82,60,17,26,0,13,54,39,41,55,3,5,,
ALESSIO SAKARA,ELVIS SINOSIC,04/02/2006,Legionarius,The King of Rock n' Rumble,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Point Deducted: Illegal Elbows by Sakara Abe Belardo 25 - 29. Cecil Peoples 26 - 29. Jeff Mullen 26 - 29.,Light Heavyweight Bout,-,UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",0,0,70 of 146,13 of 37,47,35,146 of 234,151 of 185,9 of 9,0 of 0,100,---,0,0,0,0,12:21,0:12,61 of 136,3 of 25,8 of 9,0 of 0,1 of 1,10 of 12,21 of 42,11 of 35,2 of 2,2 of 2,47 of 102,0 of 0,87,23,11,0,1,76,30,84,2,15,67,0,,
PAUL BUENTELLO,GILBERT ALDANA,04/02/2006,The Headhunter,El Peligro,W,L,KO/TKO,2,2:27,3 Rnd (5-5-5),John McCarthy,Punches to Head From Side Control,Heavyweight Bout,-,UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",0,0,49 of 71,28 of 54,69,51,67 of 89,38 of 65,1 of 2,0 of 2,50,0,1,0,0,0,1:57,1:48,33 of 53,19 of 43,12 of 14,5 of 5,4 of 4,4 of 6,10 of 20,6 of 14,33 of 45,19 of 36,6 of 6,3 of 4,67,67,24,17,8,14,20,21,67,67,12,10,,
JEFF MONSON,BRANDEN LEE HINKLE,04/02/2006,The Snowman,The Iron Lion,W,L,Submission,1,4:35,3 Rnd (5-5-5),Herb Dean,North-South Choke Technical Submission,Heavyweight Bout,-,UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",0,0,10 of 11,5 of 8,90,62,28 of 31,10 of 13,1 of 3,0 of 0,33,---,1,1,1,0,3:01,1:13,3 of 4,3 of 6,6 of 6,2 of 2,1 of 1,0 of 0,0 of 0,0 of 3,3 of 4,2 of 2,7 of 7,3 of 3,30,60,60,40,10,0,0,0,30,40,70,60,,
KEITH JARDINE,MIKE WHITEHEAD,04/02/2006,The Dean of Mean,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Nelson Hamilton 28 - 29. Dalby Shirley 28 - 29. Cecil Peoples 28 - 29.,Light Heavyweight Bout,-,UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",0,0,44 of 131,27 of 73,33,36,90 of 177,37 of 83,0 of 0,5 of 12,---,41,0,0,0,0,0:00,6:23,35 of 120,15 of 58,2 of 3,8 of 9,7 of 8,4 of 6,38 of 115,22 of 63,6 of 16,3 of 7,0 of 0,2 of 3,79,55,4,29,15,14,86,81,13,11,0,7,,
TIM SYLVIA,ASSUERIO SILVA,16/01/2006,The Maine-iac,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Adalaide Byrd 27 - 30. Cecil Peoples 27 - 30. Dalby Shirley 28 - 29.,Heavyweight Bout,-,UFC Fight Night 3,"Las Vegas, Nevada, USA",0,0,85 of 224,36 of 79,37,45,137 of 276,43 of 86,0 of 0,0 of 5,---,0,0,0,0,0,3:17,1:08,51 of 185,9 of 39,21 of 24,16 of 24,13 of 15,11 of 16,69 of 202,32 of 73,14 of 20,4 of 6,2 of 2,0 of 0,60,25,24,44,15,30,81,88,16,11,2,0,,
STEPHAN BONNAR,JAMES IRVIN,16/01/2006,The American Psycho,The Sandman,W,L,Submission,1,4:30,3 Rnd (5-5-5),Herb Dean,Kimura From Side Control,Light Heavyweight Bout,-,UFC Fight Night 3,"Las Vegas, Nevada, USA",0,0,2 of 5,5 of 6,40,83,22 of 25,8 of 9,2 of 3,0 of 0,66,---,2,0,0,0,4:03,0:00,2 of 5,1 of 2,0 of 0,3 of 3,0 of 0,1 of 1,0 of 3,2 of 3,0 of 0,3 of 3,2 of 2,0 of 0,100,20,0,60,0,20,0,40,0,60,100,0,,
JOSHUA BURKMAN,DREW FICKETT,16/01/2006,The People's Warrior,The Master,W,L,Submission,1,1:07,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke After Drop to Half Guard,Welterweight Bout,-,UFC Fight Night 3,"Las Vegas, Nevada, USA",0,0,7 of 9,2 of 8,77,25,8 of 10,2 of 8,0 of 0,0 of 0,---,---,1,0,0,0,0:27,0:07,1 of 3,1 of 5,0 of 0,1 of 2,6 of 6,0 of 1,3 of 5,1 of 7,4 of 4,1 of 1,0 of 0,0 of 0,14,50,0,50,85,0,42,50,57,50,0,0,,
CHRIS LEBEN,JORGE RIVERA,16/01/2006,The Crippler,El Conquistador,W,L,KO/TKO,1,1:44,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,Middleweight Bout,-,UFC Fight Night 3,"Las Vegas, Nevada, USA",1,0,10 of 17,5 of 10,58,50,16 of 23,6 of 11,1 of 1,0 of 0,100,---,0,0,0,0,0:43,0:27,6 of 11,3 of 8,4 of 6,2 of 2,0 of 0,0 of 0,0 of 5,2 of 6,5 of 7,3 of 4,5 of 5,0 of 0,60,60,40,40,0,0,0,40,50,60,50,0,,
JOSH NEER,MELVIN GUILLARD,16/01/2006,The Dentist,The Young Assassin,W,L,Submission,1,4:20,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard,Welterweight Bout,fight,UFC Fight Night 3,"Las Vegas, Nevada, USA",0,0,3 of 9,11 of 51,33,21,8 of 14,12 of 53,1 of 1,2 of 2,100,100,2,0,0,0,0:51,1:43,2 of 8,5 of 41,0 of 0,1 of 5,1 of 1,5 of 5,2 of 7,6 of 32,0 of 0,1 of 3,1 of 2,4 of 16,66,45,0,9,33,45,66,54,0,9,33,36,,
DUANE LUDWIG,JONATHAN GOULET,16/01/2006,Bang,The Road Warrior,W,L,KO/TKO,1,0:06,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,Welterweight Bout,-,UFC Fight Night 3,"Las Vegas, Nevada, USA",1,0,1 of 1,0 of 1,100,0,1 of 1,0 of 1,0 of 0,0 of 0,---,---,0,0,0,0,0:01,0:00,1 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,100,0,0,0,0,0,100,0,0,0,0,0,,
SPENCER FISHER,AARON RILEY,16/01/2006,The King,-,W,L,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),John McCarthy,Jaw Injury,Welterweight Bout,-,UFC Fight Night 3,"Las Vegas, Nevada, USA",0,0,25 of 65,9 of 23,38,39,30 of 70,17 of 32,0 of 0,2 of 4,---,50,0,0,0,0,0:00,1:29,13 of 51,2 of 15,10 of 12,4 of 5,2 of 2,3 of 3,18 of 54,1 of 13,7 of 11,7 of 9,0 of 0,1 of 1,52,22,40,44,8,33,72,11,28,77,0,11,,
JASON VON FLUE,ALEX KARALEXIS,16/01/2006,Live Wire,The Assassin,W,L,Submission,3,1:17,3 Rnd (5-5-5),Steve Mazzagatti,Von Flue Choke From Side Control Technical Submission,Welterweight Bout,-,UFC Fight Night 3,"Las Vegas, Nevada, USA",0,0,28 of 68,18 of 60,41,30,50 of 90,35 of 77,0 of 2,1 of 5,0,20,2,3,0,0,3:19,2:14,18 of 51,14 of 54,10 of 17,2 of 4,0 of 0,2 of 2,13 of 42,6 of 39,15 of 26,10 of 19,0 of 0,2 of 2,64,77,35,11,0,11,46,33,53,55,0,11,,
RICH FRANKLIN,NATE QUARRY,19/11/2005,Ace,Rock,W,L,KO/TKO,1,2:34,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance,UFC Middleweight Title Bout,belt,UFC 56: Full Force,"Las Vegas, Nevada, USA",2,0,13 of 34,4 of 20,38,20,15 of 36,4 of 20,0 of 0,0 of 0,---,---,0,0,0,0,0:10,0:00,10 of 30,3 of 17,2 of 2,1 of 2,1 of 2,0 of 1,8 of 29,2 of 16,3 of 3,2 of 4,2 of 2,0 of 0,76,75,15,25,7,0,61,50,23,50,15,0,,
GABRIEL GONZAGA,KEVIN JORDAN,19/11/2005,Napao,The Shaman,W,L,KO/TKO,3,4:39,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Heavyweight Bout,-,UFC 56: Full Force,"Las Vegas, Nevada, USA",1,0,23 of 56,18 of 53,41,33,63 of 98,19 of 54,2 of 9,0 of 0,22,---,2,0,0,0,4:51,0:05,13 of 44,15 of 49,1 of 1,2 of 2,9 of 11,1 of 2,11 of 34,17 of 52,1 of 3,1 of 1,11 of 19,0 of 0,56,83,4,11,39,5,47,94,4,5,47,0,,
MATT HUGHES,JOE RIGGS,19/11/2005,-,Diesel,W,L,Submission,1,3:28,3 Rnd (5-5-5),John McCarthy,Kimura From Side Control,Welterweight Bout,-,UFC 56: Full Force,"Las Vegas, Nevada, USA",0,0,8 of 13,1 of 5,61,20,9 of 14,1 of 5,1 of 1,0 of 0,100,---,2,0,0,0,2:03,0:00,1 of 6,0 of 4,7 of 7,1 of 1,0 of 0,0 of 0,2 of 6,0 of 4,1 of 1,1 of 1,5 of 6,0 of 0,12,0,87,100,0,0,25,0,12,100,62,0,,
GEORGES ST-PIERRE,SEAN SHERK,19/11/2005,Rush,The Muscle Shark,W,L,KO/TKO,2,2:53,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Guard,Welterweight Bout,-,UFC 56: Full Force,"Las Vegas, Nevada, USA",0,0,58 of 111,20 of 55,52,36,78 of 132,32 of 67,3 of 4,0 of 3,75,0,0,0,0,0,3:06,0:00,45 of 98,5 of 37,11 of 11,6 of 6,2 of 2,9 of 12,34 of 72,13 of 45,7 of 7,7 of 8,17 of 32,0 of 2,77,25,18,30,3,45,58,65,12,35,29,0,,
JEREMY HORN,TREVOR PRANGLEY,19/11/2005,Gumby,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Nelson Hamilton 28 - 29. Marcos Rosales 28 - 29. Glenn Trowbridge 28 - 29.,Middleweight Bout,-,UFC 56: Full Force,"Las Vegas, Nevada, USA",0,0,38 of 71,38 of 78,53,48,67 of 102,77 of 122,0 of 3,7 of 10,0,70,1,0,0,0,1:49,9:14,19 of 49,17 of 56,12 of 15,7 of 8,7 of 7,14 of 14,18 of 33,11 of 40,19 of 36,21 of 26,1 of 2,6 of 12,50,44,31,18,18,36,47,28,50,55,2,15,,
SAM HOGER,JEFF NEWTON,19/11/2005,The Alaskan Assassin,-,W,L,Submission,2,2:05,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Light Heavyweight Bout,-,UFC 56: Full Force,"Las Vegas, Nevada, USA",0,0,10 of 21,2 of 10,47,20,35 of 48,4 of 12,3 of 3,0 of 0,100,---,2,4,0,0,4:44,0:09,10 of 21,2 of 9,0 of 0,0 of 1,0 of 0,0 of 0,0 of 2,2 of 10,0 of 0,0 of 0,10 of 19,0 of 0,100,100,0,0,0,0,0,100,0,0,100,0,,
THIAGO ALVES,ANSAR CHALANGOV,19/11/2005,Pitbull,-,W,L,KO/TKO,1,2:25,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Mount,Welterweight Bout,-,UFC 56: Full Force,"Las Vegas, Nevada, USA",0,0,8 of 11,2 of 2,72,100,9 of 12,2 of 2,1 of 1,0 of 2,100,0,0,2,0,1,1:01,0:44,5 of 8,1 of 1,2 of 2,0 of 0,1 of 1,1 of 1,2 of 2,0 of 0,2 of 2,1 of 1,4 of 7,1 of 1,62,50,25,0,12,50,25,0,25,50,50,50,,
NICK THOMPSON,KEITH WISNIEWSKI,19/11/2005,The Goat,The Polish Connection,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Nelson Hamilton 27 - 30. Cecil Peoples 27 - 30. Jeff Mullen 27 - 30.,Welterweight Bout,-,UFC 56: Full Force,"Las Vegas, Nevada, USA",0,0,48 of 107,14 of 40,44,35,108 of 170,23 of 49,1 of 1,3 of 5,100,60,3,0,3,1,7:09,4:06,31 of 89,9 of 35,14 of 15,4 of 4,3 of 3,1 of 1,13 of 55,7 of 27,6 of 15,3 of 8,29 of 37,4 of 5,64,64,29,28,6,7,27,50,12,21,60,28,,
DIEGO SANCHEZ,NICK DIAZ,05/11/2005,Nightmare,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Marcos Rosales 27 - 30. Cecil Peoples 27 - 30. Nelson Hamilton 27 - 30.,Welterweight Bout,-,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",0,0,41 of 95,13 of 34,43,38,65 of 123,118 of 144,5 of 11,2 of 5,45,40,1,1,0,1,10:25,2:18,29 of 82,13 of 34,12 of 13,0 of 0,0 of 0,0 of 0,3 of 9,6 of 21,3 of 5,5 of 8,35 of 81,2 of 5,70,100,29,0,0,0,7,46,7,38,85,15,,
RASHAD EVANS,BRAD IMES,05/11/2005,Suga,Hillbilly Heartthrob,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Tony Weeks 29 - 28. Abe Belardo 28 - 29. Nelson Hamilton 28 - 29.,Ultimate Fighter 2 Heavyweight Tournament Title Bout,belt,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",2,0,48 of 96,42 of 164,50,25,53 of 103,45 of 168,0 of 0,2 of 3,---,66,0,1,0,0,2:08,1:35,46 of 94,34 of 149,2 of 2,8 of 15,0 of 0,0 of 0,33 of 72,27 of 124,10 of 14,12 of 36,5 of 10,3 of 4,95,80,4,19,0,0,68,64,20,28,10,7,,
JOE STEVENSON,LUKE CUMMO,05/11/2005,Daddy,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Glenn Trowbridge 28 - 29. Marcos Rosales 27 - 30. Cecil Peoples 28 - 29.,Ultimate Fighter 2 Welterweight Tournament Title Bout,belt,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",0,0,20 of 33,20 of 39,60,51,58 of 77,66 of 91,5 of 9,1 of 1,55,100,2,1,1,0,9:43,2:02,15 of 27,17 of 35,5 of 6,3 of 4,0 of 0,0 of 0,2 of 8,8 of 20,2 of 2,3 of 4,16 of 23,9 of 15,75,85,25,15,0,0,10,40,10,15,80,45,,
KENNY FLORIAN,KIT COPE,05/11/2005,KenFlo,Havoc,W,L,Submission,2,0:37,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Welterweight Bout,-,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",0,0,10 of 20,8 of 15,50,53,37 of 50,11 of 19,3 of 8,0 of 0,37,---,2,0,0,0,4:19,0:15,6 of 12,6 of 13,3 of 5,1 of 1,1 of 3,1 of 1,1 of 4,1 of 5,3 of 4,5 of 7,6 of 12,2 of 3,60,75,30,12,10,12,10,12,30,62,60,25,,
JOSHUA BURKMAN,SAMMY MORGAN,05/11/2005,The People's Warrior,The Squeeze,W,L,KO/TKO,1,0:21,3 Rnd (5-5-5),Jon Schorle,Slam to On Ground,Welterweight Bout,-,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",0,0,4 of 5,1 of 2,80,50,4 of 5,1 of 2,1 of 1,0 of 0,100,---,0,0,0,0,0:03,0:00,3 of 4,0 of 1,0 of 0,1 of 1,1 of 1,0 of 0,1 of 2,0 of 1,0 of 0,1 of 1,3 of 3,0 of 0,75,0,0,100,25,0,25,0,0,100,75,0,,
MELVIN GUILLARD,MARCUS DAVIS,05/11/2005,The Young Assassin,The Irish Hand Grenade,W,L,TKO - Doctor's Stoppage,2,2:55,3 Rnd (5-5-5),John McCarthy,Facial Cuts,Welterweight Bout,-,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",0,0,19 of 39,3 of 16,48,18,21 of 41,67 of 85,3 of 3,0 of 1,100,0,1,0,0,0,3:15,2:19,16 of 34,3 of 14,1 of 2,0 of 0,2 of 3,0 of 2,5 of 15,1 of 13,0 of 0,0 of 0,14 of 24,2 of 3,84,100,5,0,10,0,26,33,0,0,73,66,,
KEITH JARDINE,KERRY SCHALL,05/11/2005,The Dean of Mean,Meat Truck,W,L,KO/TKO,2,3:28,3 Rnd (5-5-5),Jon Schorle,Kicks to Leg At Distance,Heavyweight Bout,-,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",1,0,41 of 111,8 of 68,36,11,41 of 111,8 of 68,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,19 of 87,7 of 66,6 of 7,0 of 1,16 of 17,1 of 1,41 of 111,8 of 68,0 of 0,0 of 0,0 of 0,0 of 0,46,87,14,0,39,12,100,100,0,0,0,0,,
ANDREI ARLOVSKI,PAUL BUENTELLO,07/10/2005,The Pitbull,The Headhunter,W,L,KO/TKO,1,0:15,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance,UFC Heavyweight Title Bout,belt,UFC 55: Fury,"Uncasville, Connecticut, USA",1,0,2 of 6,1 of 3,33,33,2 of 6,1 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,2 of 6,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0,2 of 6,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0,100,100,0,0,0,0,100,100,0,0,0,0,,
BRANDEN LEE HINKLE,SEAN GANNON,07/10/2005,The Iron Lion,The Cannon,W,L,KO/TKO,1,4:14,3 Rnd (5-5-5),Herb Dean,Punches to Head From Half Guard,Heavyweight Bout,-,UFC 55: Fury,"Uncasville, Connecticut, USA",0,0,27 of 38,0 of 3,71,0,40 of 52,8 of 12,1 of 2,0 of 0,50,---,3,0,0,0,3:49,0:00,20 of 31,0 of 3,7 of 7,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,2 of 2,0 of 1,25 of 36,0 of 1,74,0,25,0,0,0,0,0,7,0,92,0,,
FORREST GRIFFIN,ELVIS SINOSIC,07/10/2005,-,The King of Rock n' Rumble,W,L,KO/TKO,1,3:30,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance,Light Heavyweight Bout,-,UFC 55: Fury,"Uncasville, Connecticut, USA",1,0,30 of 82,18 of 47,36,38,30 of 82,18 of 47,0 of 0,0 of 0,---,---,0,0,0,0,0:06,0:00,22 of 69,9 of 36,1 of 5,1 of 1,7 of 8,8 of 10,24 of 71,15 of 44,5 of 10,3 of 3,1 of 1,0 of 0,73,50,3,5,23,44,80,83,16,16,3,0,,
RENATO SOBRAL,CHAEL SONNEN,07/10/2005,Babalu,-,W,L,Submission,2,1:20,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard,Light Heavyweight Bout,-,UFC 55: Fury,"Uncasville, Connecticut, USA",0,0,11 of 17,12 of 24,64,50,15 of 21,56 of 69,4 of 6,0 of 3,66,0,3,0,0,0,2:43,3:02,6 of 12,10 of 20,3 of 3,1 of 3,2 of 2,1 of 1,4 of 5,2 of 6,5 of 8,2 of 3,2 of 4,8 of 15,54,83,27,8,18,8,36,16,45,16,18,66,,
JOE RIGGS,CHRIS LYTLE,07/10/2005,Diesel,Lights Out,W,L,TKO - Doctor's Stoppage,2,2:00,3 Rnd (5-5-5),John McCarthy,Facial Cut,Welterweight Bout,-,UFC 55: Fury,"Uncasville, Connecticut, USA",0,0,15 of 25,3 of 8,60,37,26 of 37,52 of 63,1 of 1,1 of 2,100,50,1,0,1,1,2:56,3:04,15 of 24,3 of 8,0 of 1,0 of 0,0 of 0,0 of 0,1 of 2,1 of 4,1 of 1,0 of 0,13 of 22,2 of 4,100,100,0,0,0,0,6,33,6,0,86,66,,
JORGE RIVERA,DENNIS HALLMAN,07/10/2005,El Conquistador,Superman,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,27 - 30. 27 - 30. 27 - 30.,Middleweight Bout,-,UFC 55: Fury,"Uncasville, Connecticut, USA",0,0,51 of 92,12 of 29,55,41,94 of 141,15 of 32,0 of 0,1 of 6,---,16,0,2,1,0,7:21,2:49,31 of 65,7 of 22,11 of 12,4 of 5,9 of 15,1 of 2,12 of 30,3 of 11,20 of 29,9 of 18,19 of 33,0 of 0,60,58,21,33,17,8,23,25,39,75,37,0,,
MARCIO CRUZ,KEIGO KUNIHARA,07/10/2005,Pe de Pano,-,W,L,Submission,2,1:02,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke,Heavyweight Bout,-,UFC 55: Fury,"Uncasville, Connecticut, USA",0,0,12 of 28,1 of 10,42,10,19 of 36,10 of 20,0 of 2,2 of 5,0,40,1,1,0,0,0:27,3:15,2 of 18,1 of 8,1 of 1,0 of 1,9 of 9,0 of 1,11 of 27,0 of 8,1 of 1,0 of 0,0 of 0,1 of 2,16,100,8,0,75,0,91,0,8,0,0,100,,
DAVID LOISEAU,EVAN TANNER,03/10/2005,The Crow,-,W,L,TKO - Doctor's Stoppage,2,4:15,3 Rnd (5-5-5),John McCarthy,Facial Cuts,Middleweight Bout,-,UFC Fight Night 2,"Las Vegas, Nevada, USA",0,0,13 of 34,15 of 24,38,62,16 of 37,61 of 86,0 of 0,3 of 4,---,75,0,2,2,0,0:48,6:00,13 of 34,3 of 11,0 of 0,8 of 9,0 of 0,4 of 4,1 of 21,5 of 11,1 of 1,2 of 2,11 of 12,8 of 11,100,20,0,53,0,26,7,33,7,13,84,53,,
CHRIS LEBEN,EDWIN DEWEES,03/10/2005,The Crippler,Babyface,W,L,Submission,1,3:26,3 Rnd (5-5-5),Herb Dean,Armbar From Bottom Guard,Middleweight Bout,-,UFC Fight Night 2,"Las Vegas, Nevada, USA",0,0,5 of 7,5 of 7,71,71,19 of 21,13 of 15,0 of 0,1 of 1,---,100,1,2,0,0,1:52,1:07,3 of 5,1 of 2,2 of 2,2 of 3,0 of 0,2 of 2,1 of 1,3 of 3,1 of 2,2 of 4,3 of 4,0 of 0,60,20,40,40,0,40,20,60,20,40,60,0,,
BRANDON VERA,FABIANO SCHERNER,03/10/2005,The Truth,Pegaleve,W,L,KO/TKO,2,3:22,3 Rnd (5-5-5),Steve Mazzagatti,Knee to Head In Clinch,Heavyweight Bout,-,UFC Fight Night 2,"Las Vegas, Nevada, USA",2,0,28 of 41,10 of 32,68,31,39 of 52,28 of 50,0 of 1,1 of 2,0,50,0,0,0,0,3:23,1:17,4 of 12,7 of 24,13 of 16,1 of 2,11 of 13,2 of 6,12 of 22,5 of 25,15 of 17,1 of 2,1 of 2,4 of 5,14,70,46,10,39,20,42,50,53,10,3,40,,
DREW FICKETT,JOSH KOSCHECK,03/10/2005,The Master,-,W,L,Submission,3,4:28,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke,Welterweight Bout,-,UFC Fight Night 2,"Las Vegas, Nevada, USA",1,0,5 of 17,8 of 16,29,50,33 of 45,95 of 106,0 of 0,6 of 6,---,100,3,0,0,0,0:16,12:34,3 of 13,8 of 16,0 of 1,0 of 0,2 of 3,0 of 0,3 of 15,2 of 6,2 of 2,0 of 0,0 of 0,6 of 10,60,100,0,0,40,0,60,25,40,0,0,75,,
SPENCER FISHER,THIAGO ALVES,03/10/2005,The King,Pitbull,W,L,Submission,2,4:43,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard,Welterweight Bout,-,UFC Fight Night 2,"Las Vegas, Nevada, USA",0,0,13 of 36,19 of 53,36,35,22 of 46,84 of 135,1 of 2,3 of 3,50,100,3,0,0,0,1:15,6:28,9 of 28,12 of 44,3 of 6,5 of 5,1 of 2,2 of 4,9 of 27,4 of 16,3 of 8,6 of 9,1 of 1,9 of 28,69,63,23,26,7,10,69,21,23,31,7,47,,
JON FITCH,BROCK LARSON,03/10/2005,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Nelson Hamilton 27 - 30. Cecil Peoples 27 - 30. Jeff Mullen 27 - 30.,Middleweight Bout,-,UFC Fight Night 2,"Las Vegas, Nevada, USA",0,0,25 of 49,14 of 20,51,70,146 of 170,19 of 25,5 of 7,1 of 4,71,25,2,3,0,0,10:09,2:56,19 of 42,1 of 6,4 of 4,2 of 2,2 of 3,11 of 12,5 of 13,1 of 6,4 of 7,13 of 14,16 of 29,0 of 0,76,7,16,14,8,78,20,7,16,92,64,0,,
